position,age_kyr_bp,variance,lag1_ac,ktau_variance,ktau_lag1_ac,segment_type,element,p_fold,p_hopf,p_transcritical,p_null,p_transition
60,42.643,2075.4168347643918,0.17960094764361448,0.044452990631321715,0.30332628901372466,neutral,Ba,0.048088536,0.58980393,0.36209676,1.0718271e-05,0.9999893
60,42.643,2075.4168347643918,0.17960094764361448,0.044452990631321715,0.30332628901372466,neutral,Ba,0.048088536,0.58980393,0.36209676,1.0718271e-05,0.9999893
60,42.643,2075.4168347643918,0.17960094764361448,0.044452990631321715,0.30332628901372466,neutral,Ba,0.048088536,0.58980393,0.36209676,1.0718271e-05,0.9999893
61,42.603,2044.7762359776502,0.14055686785200733,0.044452990631321715,0.30332628901372466,neutral,Ba,0.04789716,0.58320946,0.36888385,9.522038e-06,0.99999046
61,42.603,2044.7762359776502,0.14055686785200733,0.044452990631321715,0.30332628901372466,neutral,Ba,0.04789716,0.58320946,0.36888385,9.522038e-06,0.99999046
62,42.563,1965.3445026550423,0.12491445365618378,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05397754,0.56631166,0.3796997,1.1111809e-05,0.9999889
62,42.563,1965.3445026550423,0.12491445365618378,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05397754,0.56631166,0.3796997,1.1111809e-05,0.9999889
62,42.563,1965.3445026550423,0.12491445365618378,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05397754,0.56631166,0.3796997,1.1111809e-05,0.9999889
63,42.523,1957.4398404497267,0.11439251860861228,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05056849,0.56226015,0.38716158,9.7927505e-06,0.9999902
63,42.523,1957.4398404497267,0.11439251860861228,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05056849,0.56226015,0.38716158,9.7927505e-06,0.9999902
64,42.484,1926.6210987696588,0.10322721783022923,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05316347,0.55085427,0.39597234,9.965038e-06,0.99999005
64,42.484,1926.6210987696588,0.10322721783022923,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05316347,0.55085427,0.39597234,9.965038e-06,0.99999005
64,42.484,1926.6210987696588,0.10322721783022923,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05316347,0.55085427,0.39597234,9.965038e-06,0.99999005
65,42.444,1934.4889499643286,0.09615567614784416,0.044452990631321715,0.30332628901372466,neutral,Ba,0.049780905,0.55069196,0.3995197,7.4571662e-06,0.99999255
65,42.444,1934.4889499643286,0.09615567614784416,0.044452990631321715,0.30332628901372466,neutral,Ba,0.049780905,0.55069196,0.3995197,7.4571662e-06,0.99999255
66,42.404,1852.732462419103,0.045390737590912535,0.044452990631321715,0.30332628901372466,neutral,Ba,0.053841233,0.54202014,0.40413076,7.907936e-06,0.9999921
66,42.404,1852.732462419103,0.045390737590912535,0.044452990631321715,0.30332628901372466,neutral,Ba,0.053841233,0.54202014,0.40413076,7.907936e-06,0.9999921
66,42.404,1852.732462419103,0.045390737590912535,0.044452990631321715,0.30332628901372466,neutral,Ba,0.053841233,0.54202014,0.40413076,7.907936e-06,0.9999921
67,42.364,1824.0868514310314,0.060903046787166425,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05024367,0.53750837,0.41224107,6.919264e-06,0.9999931
67,42.364,1824.0868514310314,0.060903046787166425,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05024367,0.53750837,0.41224107,6.919264e-06,0.9999931
68,42.324,1931.7131095162367,0.10840349666617595,0.044452990631321715,0.30332628901372466,neutral,Ba,0.057565063,0.53639627,0.40603006,8.608797e-06,0.9999914
68,42.324,1931.7131095162367,0.10840349666617595,0.044452990631321715,0.30332628901372466,neutral,Ba,0.057565063,0.53639627,0.40603006,8.608797e-06,0.9999914
69,42.284,1936.4391286028033,0.11628600945111463,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05331801,0.5309488,0.4157256,7.6024135e-06,0.9999924
69,42.284,1936.4391286028033,0.11628600945111463,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05331801,0.5309488,0.4157256,7.6024135e-06,0.9999924
69,42.284,1936.4391286028033,0.11628600945111463,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05331801,0.5309488,0.4157256,7.6024135e-06,0.9999924
70,42.245,1909.3911133036636,0.14857170152601762,0.044452990631321715,0.30332628901372466,neutral,Ba,0.058418952,0.52240056,0.41917115,9.341586e-06,0.99999064
70,42.245,1909.3911133036636,0.14857170152601762,0.044452990631321715,0.30332628901372466,neutral,Ba,0.058418952,0.52240056,0.41917115,9.341586e-06,0.99999064
71,42.205,1932.7936852421149,0.15053139526787293,0.044452990631321715,0.30332628901372466,neutral,Ba,0.055723906,0.51702666,0.4272417,7.712657e-06,0.9999923
71,42.205,1932.7936852421149,0.15053139526787293,0.044452990631321715,0.30332628901372466,neutral,Ba,0.055723906,0.51702666,0.4272417,7.712657e-06,0.9999923
71,42.205,1932.7936852421149,0.15053139526787293,0.044452990631321715,0.30332628901372466,neutral,Ba,0.055723906,0.51702666,0.4272417,7.712657e-06,0.9999923
72,42.165,1940.339129852459,0.1748867926953181,0.044452990631321715,0.30332628901372466,neutral,Ba,0.063196525,0.50794744,0.42884493,1.1112201e-05,0.9999889
72,42.165,1940.339129852459,0.1748867926953181,0.044452990631321715,0.30332628901372466,neutral,Ba,0.063196525,0.50794744,0.42884493,1.1112201e-05,0.9999889
73,42.125,2010.7590928394486,0.18910861512828453,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05979481,0.5066389,0.43355846,7.8414905e-06,0.99999213
73,42.125,2010.7590928394486,0.18910861512828453,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05979481,0.5066389,0.43355846,7.8414905e-06,0.99999213
73,42.125,2010.7590928394486,0.18910861512828453,0.044452990631321715,0.30332628901372466,neutral,Ba,0.05979481,0.5066389,0.43355846,7.8414905e-06,0.99999213
74,42.085,2012.6694207036844,0.18098194460110367,0.044452990631321715,0.30332628901372466,neutral,Ba,0.06815951,0.5003618,0.43146884,9.860394e-06,0.99999017
74,42.085,2012.6694207036844,0.18098194460110367,0.044452990631321715,0.30332628901372466,neutral,Ba,0.06815951,0.5003618,0.43146884,9.860394e-06,0.99999017
75,42.045,2075.272576754589,0.1727561243198337,0.044452990631321715,0.30332628901372466,neutral,Ba,0.06348745,0.4964902,0.44001412,8.188742e-06,0.99999183
75,42.045,2075.272576754589,0.1727561243198337,0.044452990631321715,0.30332628901372466,neutral,Ba,0.06348745,0.4964902,0.44001412,8.188742e-06,0.99999183
76,42.006,2212.784682159381,0.259171821522166,0.044452990631321715,0.30332628901372466,neutral,Ba,0.07535229,0.49125606,0.4333805,1.11398695e-05,0.99998885
