epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro
1,1.3322403473435633,0.3217514285714286,1.372394645173395,0.29876,0.1967818914777341
2,1.319386618185305,0.3380142857142857,1.276107043333021,0.36950666666666665,0.2569508347978445
3,1.2846847177641483,0.3659314285714286,1.269956527309613,0.36961333333333335,0.2575731441596206
4,1.2798424811206308,0.36559142857142857,1.2662659183704,0.36812,0.2573344556020835
5,1.2690672495683324,0.36714,1.2506792112015213,0.37162666666666666,0.266495187697108
6,1.2607528425439838,0.37046285714285715,1.2418298576879012,0.37928,0.2988927892079018
7,1.2491750239236263,0.37936285714285717,1.2312716678954636,0.3897333333333333,0.31800750103435704
8,1.237989351038959,0.3849742857142857,1.1994550176244547,0.39448,0.377105492690564
9,1.2430480843270282,0.3821514285714286,1.1885722329388706,0.4478666666666667,0.3910294479520797
10,1.1468531401763233,0.4618942857142857,1.041386929591768,0.5452266666666666,0.519718829331814
11,1.043271120919606,0.5329028571428571,1.234576336047755,0.47936,0.4782883916147947
12,0.9881919751655467,0.5635514285714286,1.2249689155064345,0.42189333333333334,0.42116440358153656
13,0.959632095122468,0.5780085714285714,0.916730339921782,0.6027066666666666,0.5796390485693754
14,0.9403571651884145,0.5875628571428572,1.008035143589404,0.55164,0.546582082265598
15,0.9395913563219241,0.5862171428571429,0.9683773535917236,0.5785333333333333,0.5661664082709887
16,0.9187701739166511,0.5984542857142857,0.960909961738684,0.56824,0.5553556980844748
17,0.9189122149451777,0.5965628571428572,0.8839527100019487,0.6204266666666667,0.6021593216406422
18,0.8994702929334623,0.6063885714285714,1.00596871463512,0.5588933333333334,0.5595175132806428
19,0.8932082453419129,0.6098428571428571,0.8435928389277475,0.6386266666666667,0.6257475971953523
20,0.87648786092807,0.6190685714285714,0.8672339680251815,0.6343466666666666,0.6252652832234237
