position,age_kyr_bp,variance,lag1_ac,ktau_variance,ktau_lag1_ac,segment_type,element,p_fold,p_hopf,p_transcritical,p_null,p_transition
116,12.232,0.5118762934544221,-0.07934358041158526,0.10960855070465646,0.8601047449412452,forced,U,0.13074745,0.2720315,0.1882943,0.40892678,0.5910732
116,12.232,0.5118762934544221,-0.07934358041158526,0.10960855070465646,0.8601047449412452,forced,U,0.13074745,0.2720315,0.1882943,0.40892678,0.5910732
117,12.208,0.5122253909181128,-0.10109401566572962,0.10960855070465646,0.8601047449412452,forced,U,0.12204721,0.28107545,0.18708514,0.40979224,0.59020776
118,12.184,0.5660451853540365,-0.03541260034488672,0.10960855070465646,0.8601047449412452,forced,U,0.15591274,0.31730908,0.2567781,0.27000007,0.7299999
119,12.159,0.5573651018506856,-0.02876286676292813,0.10960855070465646,0.8601047449412452,forced,U,0.13382977,0.3078906,0.24388236,0.3143973,0.68560266
119,12.159,0.5573651018506856,-0.02876286676292813,0.10960855070465646,0.8601047449412452,forced,U,0.13382977,0.3078906,0.24388236,0.3143973,0.68560266
120,12.135,0.5557170339065817,-0.027302140584352146,0.10960855070465646,0.8601047449412452,forced,U,0.1380239,0.34389368,0.22953495,0.28854755,0.7114525
121,12.111,0.559126271874254,-0.02915983446241936,0.10960855070465646,0.8601047449412452,forced,U,0.12336676,0.3015179,0.19296089,0.38215443,0.61784554
122,12.087,0.5672859189579339,-0.024631612607459108,0.10960855070465646,0.8601047449412452,forced,U,0.14694132,0.2850886,0.2309069,0.33706316,0.6629368
122,12.087,0.5672859189579339,-0.024631612607459108,0.10960855070465646,0.8601047449412452,forced,U,0.14694132,0.2850886,0.2309069,0.33706316,0.6629368
123,12.063,0.5710629442342179,-0.007916015706948503,0.10960855070465646,0.8601047449412452,forced,U,0.13739814,0.26890713,0.21515653,0.3785382,0.6214618
124,12.039,0.5720232774922933,-0.00310490857061897,0.10960855070465646,0.8601047449412452,forced,U,0.13309403,0.29151517,0.21931638,0.3560744,0.6439256
125,12.015,0.5681140910035553,-0.00462303270490258,0.10960855070465646,0.8601047449412452,forced,U,0.13477163,0.3011095,0.22620311,0.33791575,0.6620842
126,11.991,0.5678076300894593,0.0018374320256604737,0.10960855070465646,0.8601047449412452,forced,U,0.13992058,0.34109056,0.22350483,0.29548404,0.70451593
126,11.991,0.5678076300894593,0.0018374320256604737,0.10960855070465646,0.8601047449412452,forced,U,0.13992058,0.34109056,0.22350483,0.29548404,0.70451593
127,11.967,0.5445208620825802,0.026651780402010758,0.10960855070465646,0.8601047449412452,forced,U,0.1432774,0.29087016,0.22489585,0.34095657,0.65904343
128,11.943,0.542998047621874,0.04147436152364453,0.10960855070465646,0.8601047449412452,forced,U,0.15325171,0.27171573,0.23222698,0.34280553,0.6571945
129,11.919,0.5408945759328312,0.033070793122549964,0.10960855070465646,0.8601047449412452,forced,U,0.1436952,0.27425018,0.20709795,0.3749567,0.6250433
129,11.919,0.5408945759328312,0.033070793122549964,0.10960855070465646,0.8601047449412452,forced,U,0.1436952,0.27425018,0.20709795,0.3749567,0.6250433
