position,age_kyr_bp,variance,lag1_ac,ktau_variance,ktau_lag1_ac,segment_type,element,p_neutral,p_pre_transition,p_transition
31,23.803,0.33591213480777954,-0.12093716980686434,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.19214796909399004,0.80785203090601,0.80785203090601
31,23.803,0.33591213480777954,-0.12093716980686434,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.19214796909399004,0.80785203090601,0.80785203090601
32,23.763,0.3352789092312915,-0.0720268030537677,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.32491920474029357,0.6750807952597065,0.6750807952597065
33,23.724,0.33198375743449887,-0.08853362021477926,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.42547506239356575,0.5745249376064344,0.5745249376064344
34,23.684,0.34781155035662603,-0.04911886921181362,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.5,0.5,0.5
35,23.644,0.37188613571606255,0.01789509798831544,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7573270023854489,0.24267299761455102,0.24267299761455102
35,23.644,0.37188613571606255,0.01789509798831544,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8463362762563615,0.1536637237436385,0.1536637237436385
36,23.604,0.3666382615001724,0.01736835983529852,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8458622288374481,0.1541377711625518,0.1541377711625518
37,23.564,0.39855066423306673,0.02460907781395021,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8521129544121456,0.14788704558785426,0.14788704558785426
38,23.524,0.40718114736459193,-0.017609108317015593,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8132881227887241,0.186711877211276,0.186711877211276
39,23.485,0.38336882009690565,-0.007344385464797135,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7670196885823428,0.23298031141765718,0.23298031141765718
40,23.445,0.37831913645089515,-0.03335356021805001,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7398217418562616,0.2601782581437383,0.2601782581437383
40,23.445,0.37831913645089515,-0.03335356021805001,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.6868558275449621,0.31314417245503795,0.31314417245503795
41,23.405,0.3603843952881542,-0.1044283681893692,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.5,0.5,0.5
42,23.365,0.33578084224811494,-0.11641349616755148,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.24479633984119173,0.7552036601588081,0.7552036601588081
43,23.325,0.33591213480777954,-0.12093716980686434,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.20290753769940595,0.797092462300594,0.797092462300594
44,23.285,0.3352789092312915,-0.0720268030537677,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.32491920474029357,0.6750807952597065,0.6750807952597065
44,23.285,0.3352789092312915,-0.0720268030537677,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.47742850710616846,0.5225714928938315,0.5225714928938315
45,23.246,0.33198375743449887,-0.08853362021477926,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.42547506239356575,0.5745249376064344,0.5745249376064344
46,23.206,0.34781155035662603,-0.04911886921181362,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.5,0.5,0.5
47,23.166,0.37188613571606255,0.01789509798831544,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7573270023854489,0.24267299761455102,0.24267299761455102
48,23.126,0.3666382615001724,0.01736835983529852,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8458622288374481,0.1541377711625518,0.1541377711625518
49,23.086,0.39855066423306673,0.02460907781395021,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8521129544121456,0.14788704558785426,0.14788704558785426
49,23.086,0.39855066423306673,0.02460907781395021,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8584295466643858,0.14157045333561424,0.14157045333561424
50,23.046,0.40718114736459193,-0.017609108317015593,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8132881227887241,0.186711877211276,0.186711877211276
51,23.007,0.38336882009690565,-0.007344385464797135,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7670196885823428,0.23298031141765718,0.23298031141765718
52,22.967,0.37831913645089515,-0.03335356021805001,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7398217418562616,0.2601782581437383,0.2601782581437383
53,22.927,0.3603843952881542,-0.1044283681893692,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.5,0.5,0.5
53,22.927,0.3603843952881542,-0.1044283681893692,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.2776547529899674,0.7223452470100326,0.7223452470100326
54,22.887,0.33578084224811494,-0.11641349616755148,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.24479633984119173,0.7552036601588081,0.7552036601588081
55,22.847,0.33591213480777954,-0.12093716980686434,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.20290753769940595,0.797092462300594,0.797092462300594
56,22.807,0.3352789092312915,-0.0720268030537677,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.32491920474029357,0.6750807952597065,0.6750807952597065
57,22.768,0.33198375743449887,-0.08853362021477926,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.42547506239356575,0.5745249376064344,0.5745249376064344
58,22.728,0.34781155035662603,-0.04911886921181362,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.5,0.5,0.5
58,22.728,0.34781155035662603,-0.04911886921181362,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.6097542444572837,0.3902457555427163,0.3902457555427163
59,22.688,0.37188613571606255,0.01789509798831544,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7573270023854489,0.24267299761455102,0.24267299761455102
60,22.648,0.3666382615001724,0.01736835983529852,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8458622288374481,0.1541377711625518,0.1541377711625518
61,22.608,0.39855066423306673,0.02460907781395021,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8521129544121456,0.14788704558785426,0.14788704558785426
62,22.568,0.40718114736459193,-0.017609108317015593,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8132881227887241,0.186711877211276,0.186711877211276
63,22.529,0.38336882009690565,-0.007344385464797135,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7670196885823428,0.23298031141765718,0.23298031141765718
31,23.803,0.3617912567709236,0.011020599731664719,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.809662068113416,0.19033793188658407,0.19033793188658407
31,23.803,0.3617912567709236,0.011020599731664719,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8320646970215982,0.1679353029784018,0.1679353029784018
32,23.763,0.3574303109474154,-0.011209061961154936,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.8048264213781353,0.19517357862186455,0.19517357862186455
33,23.724,0.3488419100638827,-0.06311444234608367,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.6668687176709488,0.3331312823290512,0.3331312823290512
34,23.684,0.34951191573686125,-0.012587662958543694,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.6639310897599541,0.3360689102400459,0.3360689102400459
35,23.644,0.3465658939681738,-0.049653195646743656,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.6975038696133509,0.30249613038664924,0.30249613038664924
35,23.644,0.3465658939681738,-0.049653195646743656,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.6070109371445945,0.3929890628554055,0.3929890628554055
36,23.604,0.36732515203145794,-0.01586203227875519,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.690107063671126,0.3098929363288738,0.3098929363288738
37,23.564,0.3713128813379623,-0.061316260172686626,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.6600740445327667,0.33992595546723314,0.33992595546723314
38,23.524,0.35443080445322855,-0.0414176979978289,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.597471496001819,0.4025285039981809,0.4025285039981809
39,23.485,0.38338791678175504,0.0017515619601426804,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7420409940800917,0.25795900591990845,0.25795900591990845
40,23.445,0.39381210648679976,-0.03863104888987208,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7466094812746399,0.2533905187253598,0.2533905187253598
40,23.445,0.39381210648679976,-0.03863104888987208,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.659202280271363,0.34079771972863704,0.34079771972863704
41,23.405,0.36321963022386317,-0.0037097198712049773,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7368150342119095,0.2631849657880907,0.2631849657880907
42,23.365,0.35900692071759105,-0.04049778645856372,0.005975326313158518,-0.4117456516557329,neutral,Mo,0.7337457937282471,0.26625420627175284,0.26625420627175284
