epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro
1,1.3001193629976164,0.36792285714285716,1.2597344084404434,0.42204,0.39129923467540934
2,1.1683894253300138,0.47035714285714286,1.2699000313623774,0.3592533333333333,0.2909510576252263
3,1.0496350009110118,0.5482114285714286,1.2751716527922567,0.37862666666666667,0.29908866822384295
4,0.9767843224012873,0.5906771428571429,1.389579790850955,0.36033333333333334,0.26123935609331583
5,0.9346342643229137,0.6104028571428571,1.3727898152208164,0.3778666666666667,0.28021950172998633
