position,age_kyr_bp,variance,lag1_ac,ktau_variance,ktau_lag1_ac,segment_type,element,p_neutral,p_pre_transition,p_transition
31,23.803,1308780.9800489799,0.6373588832382362,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
31,23.803,1308780.9800489799,0.6373588832382362,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
32,23.763,1234471.5327548024,0.6128913622947867,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
33,23.724,1171322.893909001,0.6078977888947449,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
34,23.684,1189998.4749958531,0.6102754992968578,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
35,23.644,1217852.006159594,0.5871513672803117,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
35,23.644,1217852.006159594,0.5871513672803117,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
36,23.604,1256480.0499924086,0.58353314580714,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
37,23.564,1179812.668094536,0.6165901304185158,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
38,23.524,1224284.1614527113,0.6365773556493507,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
39,23.485,1227055.0527179518,0.6344541981492297,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
40,23.445,1210969.4781540392,0.6263644226206481,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
40,23.445,1210969.4781540392,0.6263644226206481,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
41,23.405,1220427.896652499,0.6543927135548581,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
42,23.365,1367360.3741948204,0.6730809687889844,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
43,23.325,1308780.9800489799,0.6373588832382362,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
44,23.285,1234471.5327548024,0.6128913622947867,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
44,23.285,1234471.5327548024,0.6128913622947867,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
45,23.246,1171322.893909001,0.6078977888947449,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
46,23.206,1189998.4749958531,0.6102754992968578,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
47,23.166,1217852.006159594,0.5871513672803117,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
48,23.126,1256480.0499924086,0.58353314580714,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
49,23.086,1179812.668094536,0.6165901304185158,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
49,23.086,1179812.668094536,0.6165901304185158,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
50,23.046,1224284.1614527113,0.6365773556493507,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
51,23.007,1227055.0527179518,0.6344541981492297,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
52,22.967,1210969.4781540392,0.6263644226206481,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
53,22.927,1220427.896652499,0.6543927135548581,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
53,22.927,1220427.896652499,0.6543927135548581,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
54,22.887,1367360.3741948204,0.6730809687889844,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
55,22.847,1308780.9800489799,0.6373588832382362,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
56,22.807,1234471.5327548024,0.6128913622947867,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
57,22.768,1171322.893909001,0.6078977888947449,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
58,22.728,1189998.4749958531,0.6102754992968578,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
58,22.728,1189998.4749958531,0.6102754992968578,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
59,22.688,1217852.006159594,0.5871513672803117,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
60,22.648,1256480.0499924086,0.58353314580714,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
61,22.608,1179812.668094536,0.6165901304185158,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
62,22.568,1224284.1614527113,0.6365773556493507,-0.007588041433366738,0.03422648264265644,neutral,Al,0.022487750303157864,0.977512249696842,0.977512249696842
