position,age_kyr_bp,variance,lag1_ac,ktau_variance,ktau_lag1_ac,segment_type,element,p_neutral,p_pre_transition,p_transition
37,40.532,794014.2522470042,-0.2728895477491574,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
37,40.532,794014.2522470042,-0.2728895477491574,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
38,40.492,1801087.1623390694,-0.10454741547574034,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
39,40.452,2242305.747976802,0.2826212466488645,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
40,40.412,2345281.2460577544,0.3410572901727453,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
41,40.373,2374638.916482601,0.35237098760348473,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
42,40.333,2318587.6534157386,0.33909080203972225,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
43,40.293,2245265.759614301,0.34876548314552447,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
44,40.253,2274553.254423384,0.35282658830822894,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
45,40.213,2387504.3861541157,0.3741345914317764,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
46,40.173,2459464.828824894,0.41095166345803363,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
47,40.134,2471340.998201224,0.4171036796655521,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
48,40.094,2786361.2344813915,0.40292876784236015,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
49,40.054,2887315.2997097922,0.4760614076089856,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
50,40.014,2856857.7856395384,0.45460317315401055,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
51,39.974,2876521.4839877426,0.45308354007784074,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
52,39.934,3048541.9685063306,0.4725556980332261,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
53,39.895,3198605.8643817813,0.506317485781743,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
54,39.855,3233252.399973295,0.464029847320538,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
55,39.815,3213956.8683149125,0.47664302641308554,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
56,39.775,3294282.4413194074,0.48349089064393835,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
57,39.735,3432316.396793873,0.4996181300160513,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
58,39.695,3428403.01174584,0.5195652145876617,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
59,39.656,3384414.2764793676,0.5232920666876845,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
60,39.616,3460851.0416561607,0.5268435180547261,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
61,39.576,3396924.2377488296,0.5255852264379806,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
62,39.536,3391442.9546600534,0.5273968801221451,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
63,39.496,3447433.0658727987,0.5190284498412057,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
64,39.456,3464483.446059728,0.5236760827008892,0.832585161658381,0.8941631088996789,forced,Al,0.022487750303157864,0.977512249696842,0.977512249696842
