position,age_kyr_bp,variance,lag1_ac,ktau_variance,ktau_lag1_ac,segment_type,element,p_fold,p_hopf,p_transcritical,p_null,p_transition
38,43.519,852.6796968817389,0.23060128253456663,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.08823791,0.5865197,0.21204004,0.113202326,0.88679767
38,43.519,852.6796968817389,0.23060128253456663,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.08823791,0.5865197,0.21204004,0.113202326,0.88679767
39,43.479,1303.786002383937,0.21103872191695167,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.1420227,0.4910465,0.35748586,0.009444988,0.990555
40,43.439,1285.138336574127,0.1895052394529722,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.12531342,0.593203,0.24462262,0.036860965,0.96313906
41,43.4,1313.3497971364407,0.18281241398455111,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.13963792,0.594576,0.24119726,0.024588862,0.9754111
42,43.36,1294.8652280778833,0.1635193913538903,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.14112297,0.5725546,0.24447693,0.041845493,0.9581545
43,43.32,1315.6977210904386,0.16211319053156045,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.13547404,0.5862614,0.24113132,0.037133254,0.9628667
44,43.28,1451.7180779118316,0.240280335020764,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.15116225,0.5570175,0.28124213,0.010578018,0.98942196
45,43.24,1557.02259051159,0.3154034123356735,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.19341032,0.49491936,0.29670224,0.014967999,0.985032
46,43.2,1547.3599989556456,0.2728025909527484,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.15814759,0.57728547,0.2264622,0.038104746,0.9618952
47,43.161,1646.3521762791634,0.22937136055708193,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.17766297,0.5233161,0.27193213,0.027088838,0.9729112
48,43.121,1659.2187552920711,0.2568889924866025,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.21255453,0.45059672,0.29905733,0.037791386,0.9622086
49,43.081,2021.0329741994087,0.29636918348356817,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.26274613,0.22292946,0.471752,0.042572383,0.9574276
50,43.041,2011.0553644356992,0.22846414573872278,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.15961125,0.43818223,0.32536373,0.07684289,0.9231571
51,43.001,2001.7020768449481,0.22446571913766003,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.16819133,0.45120487,0.32177353,0.058830276,0.94116974
52,42.961,1982.0605072213075,0.22598716118075055,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.17998652,0.45875385,0.32418382,0.037075788,0.96292424
53,42.922,1981.2735040841299,0.23382552140396462,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.1854894,0.44719929,0.3346022,0.032709226,0.96729076
54,42.882,2011.5020737373993,0.2197736857044112,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.17175037,0.49893108,0.2909153,0.03840323,0.9615968
55,42.842,2017.8418901130417,0.23107471165906904,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.17236951,0.51370066,0.2886312,0.025298594,0.9747014
56,42.802,2076.537618624857,0.24347740653492397,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.17610063,0.4685325,0.3298192,0.025547653,0.9744524
57,42.762,2075.8192276301565,0.24139560431591167,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.16931374,0.505154,0.30995783,0.01557432,0.98442566
58,42.722,2010.3724140054358,0.21319294114985604,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.17005126,0.48934868,0.32547188,0.015128249,0.98487175
59,42.683,1940.9802360794354,0.20015013147834546,0.4169340177796207,-0.3425273315297192,neutral,Ba,0.1705367,0.45739397,0.35667983,0.015389513,0.9846105
