position,age_kyr_bp,variance,lag1_ac,ktau_variance,ktau_lag1_ac,segment_type,element,p_fold,p_hopf,p_transcritical,p_null,p_transition
45,54.512,0.1757033865059555,0.18405745440033222,-0.2839536718772006,-0.6828095272581987,forced,U,0.11677383,0.1206652,0.30205628,0.4605047,0.5394953
45,54.512,0.1757033865059555,0.18405745440033222,-0.2839536718772006,-0.6828095272581987,forced,U,0.11677383,0.1206652,0.30205628,0.4605047,0.5394953
45,54.512,0.1757033865059555,0.18405745440033222,-0.2839536718772006,-0.6828095272581987,forced,U,0.11677383,0.1206652,0.30205628,0.4605047,0.5394953
45,54.512,0.1757033865059555,0.18405745440033222,-0.2839536718772006,-0.6828095272581987,forced,U,0.11677383,0.1206652,0.30205628,0.4605047,0.5394953
46,54.472,0.21062107887961393,0.1460409315415849,-0.2839536718772006,-0.6828095272581987,forced,U,0.10915326,0.10802248,0.31381127,0.46901295,0.530987
46,54.472,0.21062107887961393,0.1460409315415849,-0.2839536718772006,-0.6828095272581987,forced,U,0.10915326,0.10802248,0.31381127,0.46901295,0.530987
46,54.472,0.21062107887961393,0.1460409315415849,-0.2839536718772006,-0.6828095272581987,forced,U,0.10915326,0.10802248,0.31381127,0.46901295,0.530987
47,54.433,0.21459464203344172,0.06572180065258952,-0.2839536718772006,-0.6828095272581987,forced,U,0.11201386,0.12209282,0.30860883,0.45728445,0.54271555
47,54.433,0.21459464203344172,0.06572180065258952,-0.2839536718772006,-0.6828095272581987,forced,U,0.11201386,0.12209282,0.30860883,0.45728445,0.54271555
47,54.433,0.21459464203344172,0.06572180065258952,-0.2839536718772006,-0.6828095272581987,forced,U,0.11201386,0.12209282,0.30860883,0.45728445,0.54271555
48,54.393,0.21750295466666608,0.08801474337263544,-0.2839536718772006,-0.6828095272581987,forced,U,0.105574176,0.105443895,0.31918982,0.46979213,0.5302079
48,54.393,0.21750295466666608,0.08801474337263544,-0.2839536718772006,-0.6828095272581987,forced,U,0.105574176,0.105443895,0.31918982,0.46979213,0.5302079
48,54.393,0.21750295466666608,0.08801474337263544,-0.2839536718772006,-0.6828095272581987,forced,U,0.105574176,0.105443895,0.31918982,0.46979213,0.5302079
49,54.353,0.21803486314935097,0.0946075880252718,-0.2839536718772006,-0.6828095272581987,forced,U,0.1061288,0.09723093,0.31837374,0.47826645,0.5217335
49,54.353,0.21803486314935097,0.0946075880252718,-0.2839536718772006,-0.6828095272581987,forced,U,0.1061288,0.09723093,0.31837374,0.47826645,0.5217335
49,54.353,0.21803486314935097,0.0946075880252718,-0.2839536718772006,-0.6828095272581987,forced,U,0.1061288,0.09723093,0.31837374,0.47826645,0.5217335
49,54.353,0.21803486314935097,0.0946075880252718,-0.2839536718772006,-0.6828095272581987,forced,U,0.1061288,0.09723093,0.31837374,0.47826645,0.5217335
50,54.313,0.2178785194455551,0.09302088059548753,-0.2839536718772006,-0.6828095272581987,forced,U,0.10373763,0.09443219,0.32196635,0.47986376,0.52013624
50,54.313,0.2178785194455551,0.09302088059548753,-0.2839536718772006,-0.6828095272581987,forced,U,0.10373763,0.09443219,0.32196635,0.47986376,0.52013624
50,54.313,0.2178785194455551,0.09302088059548753,-0.2839536718772006,-0.6828095272581987,forced,U,0.10373763,0.09443219,0.32196635,0.47986376,0.52013624
51,54.273,0.2173734800194275,0.08021429100489533,-0.2839536718772006,-0.6828095272581987,forced,U,0.105122745,0.10228822,0.3199358,0.4726533,0.52734673
51,54.273,0.2173734800194275,0.08021429100489533,-0.2839536718772006,-0.6828095272581987,forced,U,0.105122745,0.10228822,0.3199358,0.4726533,0.52734673
51,54.273,0.2173734800194275,0.08021429100489533,-0.2839536718772006,-0.6828095272581987,forced,U,0.105122745,0.10228822,0.3199358,0.4726533,0.52734673
52,54.233,0.21003982395208376,-0.04574159513871919,-0.2839536718772006,-0.6828095272581987,forced,U,0.101490475,0.09861973,0.32558933,0.47430047,0.5256995
52,54.233,0.21003982395208376,-0.04574159513871919,-0.2839536718772006,-0.6828095272581987,forced,U,0.101490475,0.09861973,0.32558933,0.47430047,0.5256995
52,54.233,0.21003982395208376,-0.04574159513871919,-0.2839536718772006,-0.6828095272581987,forced,U,0.101490475,0.09861973,0.32558933,0.47430047,0.5256995
53,54.194,0.14197633496895418,-0.20796043321038707,-0.2839536718772006,-0.6828095272581987,forced,U,0.11085667,0.107085675,0.31128144,0.47077623,0.5292238
53,54.194,0.14197633496895418,-0.20796043321038707,-0.2839536718772006,-0.6828095272581987,forced,U,0.11085667,0.107085675,0.31128144,0.47077623,0.5292238
53,54.194,0.14197633496895418,-0.20796043321038707,-0.2839536718772006,-0.6828095272581987,forced,U,0.11085667,0.107085675,0.31128144,0.47077623,0.5292238
53,54.194,0.14197633496895418,-0.20796043321038707,-0.2839536718772006,-0.6828095272581987,forced,U,0.11085667,0.107085675,0.31128144,0.47077623,0.5292238
54,54.154,0.14768571190485688,-0.21040908648390907,-0.2839536718772006,-0.6828095272581987,forced,U,0.11360505,0.11007559,0.30721566,0.4691037,0.5308963
54,54.154,0.14768571190485688,-0.21040908648390907,-0.2839536718772006,-0.6828095272581987,forced,U,0.11360505,0.11007559,0.30721566,0.4691037,0.5308963
54,54.154,0.14768571190485688,-0.21040908648390907,-0.2839536718772006,-0.6828095272581987,forced,U,0.11360505,0.11007559,0.30721566,0.4691037,0.5308963
55,54.114,0.1646943406046148,-0.10989520193119384,-0.2839536718772006,-0.6828095272581987,forced,U,0.10872471,0.1071177,0.3144091,0.46974844,0.53025156
55,54.114,0.1646943406046148,-0.10989520193119384,-0.2839536718772006,-0.6828095272581987,forced,U,0.10872471,0.1071177,0.3144091,0.46974844,0.53025156
55,54.114,0.1646943406046148,-0.10989520193119384,-0.2839536718772006,-0.6828095272581987,forced,U,0.10872471,0.1071177,0.3144091,0.46974844,0.53025156
56,54.074,0.16376123332808026,-0.13400280061762287,-0.2839536718772006,-0.6828095272581987,forced,U,0.10907185,0.10608689,0.3139273,0.470914,0.529086
56,54.074,0.16376123332808026,-0.13400280061762287,-0.2839536718772006,-0.6828095272581987,forced,U,0.10907185,0.10608689,0.3139273,0.470914,0.529086
56,54.074,0.16376123332808026,-0.13400280061762287,-0.2839536718772006,-0.6828095272581987,forced,U,0.10907185,0.10608689,0.3139273,0.470914,0.529086
57,54.034,0.16382366597485115,-0.13663580007499976,-0.2839536718772006,-0.6828095272581987,forced,U,0.11211555,0.10361568,0.30835482,0.47591397,0.524086
