epoch,train_loss,train_acc,val_loss,val_acc,val_balanced_accuracy
1,1.387751419670621,0.2185257142857143,1.3863279007807527,0.24992,0.24992
2,1.3869654636278448,0.1823142857142857,1.3862954569351145,0.25,0.25
3,1.3869536599031969,0.11057714285714286,1.3862954134013465,0.25,0.25
4,1.3869532341495074,0.10729142857142857,1.3862952964297741,0.25,0.25
5,1.3869531947036549,0.10616857142857143,1.3862953436252607,0.25,0.25
6,1.3869531930909513,0.10616857142857143,1.3862953607132817,0.25,0.25
