epoch,train_loss,train_acc,val_loss,val_acc,val_balanced_accuracy
1,1.3071135234135378,0.3703657142857143,1.2736749870785267,0.42414666666666667,0.42414666666666667
2,1.170078680698353,0.4791057142857143,1.25405528724397,0.3490666666666667,0.34906666666666664
3,1.055462960558356,0.5526942857142857,1.2621576998624378,0.37309333333333333,0.37309333333333333
4,0.984578264892864,0.5917085714285715,1.253231761195147,0.39314666666666664,0.3931466666666667
5,0.9348925253754342,0.6157914285714285,1.2722838545415183,0.3904,0.3904
