age_kyr_bp,Al,Ba,Mo,Ti,U,Al_trend,Al_residuals,Ba_trend,Ba_residuals,Mo_trend,Mo_residuals,Ti_trend,Ti_residuals,U_trend,U_residuals
132.899,35771.675,211.017,2.769,3191.01,3.231,36666.275704090025,-894.6007040900222,189.9308151571646,21.086184842835394,3.341327314221096,-0.5723273142210958,3079.206655809684,111.80334419031624,3.0322452650929375,0.1987547349070624
132.868,36597.958,187.747,3.566,2966.573,4.95,36703.34864106808,-105.39064106807928,190.15776832281293,-2.4107683228129133,3.345364540675738,0.22063545932426187,3081.0788997848567,-114.50589978485687,3.0380111571646258,1.9119888428353744
132.837,38096.043,168.372,4.542,3023.76,3.892,36742.06430548389,1353.9786945161104,190.38340079899325,-22.011400798993236,3.349625611765427,1.192374388234573,3083.0698497942594,-59.30984979425921,3.0436875328286743,0.8483124671713256
132.806,37937.35,170.925,7.514,2883.246,2.481,36782.444195355165,1154.9058046448336,190.60735610426127,-19.68235610426126,3.3541214253765137,4.1598785746234865,3085.1798648385575,-201.93386483855738,3.0492598714190526,-0.5682598714190528
132.775,36916.197,166.304,2.748,3037.21,2.44,36824.50905277027,91.68794722972962,190.82928387491734,-24.525283874917335,3.3588622634358893,-0.6108622634358891,3087.4092791462663,-50.199279146266235,3.054713513958731,-0.6147135139587312
132.744,36802.356,219.168,3.507,3089.29,2.772,36868.27870792104,-65.92270792103955,191.04884190325936,28.119158096740648,3.3638577326821526,0.14314226731784752,3089.758392242485,-0.46839224248515166,3.0600337314627355,-0.2880337314627357
132.713,37246.159,207.145,2.522,3190.169,3.04,36913.771914616125,332.38708538387436,191.26569810099946,15.879301899000552,3.3691167085887255,-0.8471167085887257,3092.2274581764973,97.94154182350258,3.0652057938507493,-0.02520579385074928
132.683,35856.469,211.912,2.819,3131.34,4.291,36959.4551489996,-1102.9861489996038,191.47268484149862,20.439315158501387,3.3744645615601967,-0.5554645615601967,3094.731274086047,36.608725913953094,3.0700561410703013,1.220943858929699
132.652,35845.52,213.428,2.617,3156.402,5.152,37008.389638963956,-1162.869638963959,191.68330287995934,21.744697120040655,3.3802648953797574,-0.7632648953797574,3097.436887127239,58.96511287276098,3.0748939896028853,2.077106010397115
132.621,37093.545,184.667,2.947,3144.138,1.277,37059.0953162043,34.44968379569764,191.8903109757129,-7.223310975712906,3.3863502831831234,-0.4393502831831233,3100.2628256183134,43.87517438168652,3.079540634327933,-1.802540634327933
